log_key,log_template,log_text,label
517,"[<:NUM:>.<:NUM:>] L1TF CPU bug present and SMT on, data leak possible. See CVE-<:NUM:>-<:NUM:> and https://www.kernel.org/doc/html/latest/admin-guide/hw-vuln/l1tf.html for details.","[.] L1TF CPU bug present and SMT on, data leak possible. See CVE-- and https://www.kernel.org/doc/html/latest/admin-guide/hw-vuln/l1tf.html for details.",False
518,"[ <:NUM:>.<:NUM:>] L1TF CPU bug present and SMT on, data leak possible. See CVE-<:NUM:>-<:NUM:> and https://www.kernel.org/doc/html/latest/admin-guide/hw-vuln/l1tf.html for details.","[ .] L1TF CPU bug present and SMT on, data leak possible. See CVE-- and https://www.kernel.org/doc/html/latest/admin-guide/hw-vuln/l1tf.html for details.",False
519,Running guests on default URI:,Running guests on default URI:,False
520,no running guests.,no running guests.,False
521,sdc: can't store path info,sdc: can't store path info,False
522,"sdb: spurious uevent, path not found","sdb: spurious uevent, path not found",False
523,sdb: path already removed,sdb: path already removed,False
524,"sdc: spurious uevent, path not found","sdc: spurious uevent, path not found",False
525,sdc: path already removed,sdc: path already removed,False
526,message repeated <:NUM:> times: [cannot connect to <:IP:>:<:NUM:>: No route to host [v8.<:NUM:>.<:NUM:> try https://www.rsyslog.com/e/<:NUM:> ]],message repeated  times: [cannot connect to :: No route to host [v8.. try https://www.rsyslog.com/e/ ]],False
527,root : <:*:> ; <:*:> ; USER=root ; COMMAND=/usr/bin/su,root :  ;  ; USER=root ; COMMAND=/usr/bin/su,False
528,root : TTY=pts/<:NUM:> ; PWD=/home/cloudnet/qemu-codes/Qemu/Qemu codes/qemu-<:IP:> modified ; USER=root ; COMMAND=/usr/bin/rm tags cscope.files cscope.in.out cscope.out cscope.po.out,root : TTY=pts/ ; PWD=/home/cloudnet/qemu-codes/Qemu/Qemu codes/qemu- modified ; USER=root ; COMMAND=/usr/bin/rm tags cscope.files cscope.in.out cscope.out cscope.po.out,False
529,Stopped LSB: automatic crash report generation.,Stopped LSB: automatic crash report generation.,False
530,Stopped Initial cloud-init job (pre-networking).,Stopped Initial cloud-init job (pre-networking).,False
531,Stopped Initial cloud-init job (metadata service crawler).,Stopped Initial cloud-init job (metadata service crawler).,False
532,Stopped Dispatcher daemon for systemd-networkd.,Stopped Dispatcher daemon for systemd-networkd.,False
533,Stopped <:*:> daemon.,Stopped  daemon.,False
534,Closed Virtual machine lock manager admin socket.,Closed Virtual machine lock manager admin socket.,False
535,Stopped Suspend/Resume Running libvirt Guests.,Stopped Suspend/Resume Running libvirt Guests.,False
536,Closed Virtual machine <:*:> manager socket.,Closed Virtual machine  manager socket.,False
537,Stopped Authorization Manager.,Stopped Authorization Manager.,False
538,"unattended-upgrades.service: Current command vanished from the unit file, execution of the command list won't be resumed.","unattended-upgrades.service: Current command vanished from the unit file, execution of the command list won't be resumed.",False
539,a20=<:NUM:>,a20=,False
540,[<:NUM:>.<:NUM:>] filemap write and wait+<:HEX:>/<:HEX:>,[.] filemap write and wait+<:HEX:>/<:HEX:>,False
541,[<:NUM:>.<:NUM:>] vfs <:*:> <:*:>,[.] vfs  ,False
542,root : TTY=pts/<:NUM:> ; <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,root : TTY=pts/ ;      ,False
543,root : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images/qemu-<:NUM:>-to-<:NUM:>/qemu-<:IP:> modified ; USER=root ; COMMAND=/usr/sbin/shutdown now,root : TTY=pts/ ; PWD=/var/lib/libvirt/images/qemu--to-/qemu- modified ; USER=root ; COMMAND=/usr/sbin/shutdown now,False
544,"root : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -name vm1 -drive file=disk1.img,if=virtio -smp <:NUM:> -m <:NUM:> -boot c -net nic,model=virtio,macaddr=<:ID:> -net tap,ifname=tap0,script=no,downscript=no -vnc :<:NUM:> -usbdevice tablet -cpu host -enable-kvm -qmp unix:/media/qmp1,server,nowait -D /var/log/VM1 qemu.log","root : TTY=pts/ ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -name vm1 -drive file=disk1.img,if=virtio -smp  -m  -boot c -net nic,model=virtio,macaddr= -net tap,ifname=tap0,script=no,downscript=no -vnc : -usbdevice tablet -cpu host -enable-kvm -qmp unix:/media/qmp1,server,nowait -D /var/log/VM1 qemu.log",False
545,cloudnet : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/bin/socat - /media/qmp1,cloudnet : TTY=pts/ ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/bin/socat - /media/qmp1,False
546,cloudnet : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/bin/su,cloudnet : TTY=pts/ ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/bin/su,False
547,[ <:NUM:>.<:NUM:>] scsi host9: scsi debug: version <:NUM:> [<:NUM:>],[ .] scsi host9: scsi debug: version  [],False
548,"[ <:NUM:>.<:NUM:>] dev size mb=<:NUM:>, opts=<:HEX:>, submit queues=<:NUM:>, statistics=<:NUM:>","[ .] dev size mb=, opts=<:HEX:>, submit queues=, statistics=",False
549,[ <:NUM:>.<:NUM:>] scsi <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Direct-Access Linux scsi debug <:NUM:> PQ: <:NUM:> ANSI: <:NUM:>,[ .] scsi :::: Direct-Access Linux scsi debug  PQ:  ANSI: ,False
550,"[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Write cache: enabled, read cache: enabled, supports DPO and FUA","[ .] sd :::: [sdb] Write cache: enabled, read cache: enabled, supports DPO and FUA",False
551,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Attached SCSI disk,[ .] sd :::: [sdb] Attached SCSI disk,False
552,[ <:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] tag#<:NUM:> CDB: Read(<:NUM:>) <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:>,[ .] sd :::: [sdb] tag# CDB: Read()          ,False
553,"[ <:NUM:>.<:NUM:>] blk update request: critical medium error, dev sdb, sector <:NUM:> op <:HEX:>:(READ) flags <:HEX:> phys seg <:NUM:> prio class <:NUM:>","[ .] blk update request: critical medium error, dev sdb, sector  op <:HEX:>:(READ) flags <:HEX:> phys seg  prio class ",True
554,"[ <:NUM:>.<:NUM:>] Buffer I/O error on dev <:*:> logical block <:NUM:>, async page read","[ .] Buffer I/O error on dev  logical block , async page read",True
555,[ <:NUM:>.<:NUM:>] scsi io completion action: <:NUM:> callbacks suppressed,[ .] scsi io completion action:  callbacks suppressed,False
556,[ <:NUM:>.<:NUM:>] sysrq: Manual OOM execution,[ .] sysrq: Manual OOM execution,True
557,"[ <:NUM:>.<:NUM:>] kworker/<:NUM:>:<:NUM:> invoked oom-killer: gfp mask=<:HEX:>(GFP KERNEL), order=<:NUM:>, oom score adj=<:NUM:>","[ .] kworker/: invoked oom-killer: gfp mask=<:HEX:>(GFP KERNEL), order=, oom score adj=",True
558,[ <:NUM:>.<:NUM:>] Workqueue: events moom callback,[ .] Workqueue: events moom callback,True
559,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:NUM:>*4kB <:*:> <:NUM:>*8kB <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:NUM:>*1024kB <:*:> <:NUM:>*2048kB <:*:> <:NUM:>*4096kB <:*:> = <:*:>,[ .] Node   *4kB  *8kB  *16kB  *32kB  *64kB  *128kB  *256kB  *512kB  *1024kB  *2048kB  *4096kB  = ,True
560,[ <:NUM:>.<:NUM:>] INFO: task qemu-system-x86:<:NUM:> blocked for more than <:NUM:> seconds.,[ .] INFO: task qemu-system-x86: blocked for more than  seconds.,True
561,[ <:NUM:>.<:NUM:>] Not tainted <:NUM:>.<:NUM:>.<:NUM:>-<:NUM:>-generic #<:NUM:>-Ubuntu,[ .] Not tainted ..--generic #-Ubuntu,True
562,"[ <:NUM:>.<:NUM:>] ""echo <:NUM:> > /proc/sys/kernel/hung task timeout secs"" disables this message.","[ .] ""echo  > /proc/sys/kernel/hung task timeout secs"" disables this message.",True
563,[ <:NUM:>.<:NUM:>] qemu-system-x86 D <:NUM:> <:NUM:> <:NUM:> <:HEX:>,[ .] qemu-system-x86 D    <:HEX:>,True
564,[ <:NUM:>.<:NUM:>] <:*:> <:*:> page <:*:>,[ .]   page ,False
565,[ <:NUM:>.<:NUM:>] file write and wait range+<:HEX:>/<:HEX:>,[ .] file write and wait range+<:HEX:>/<:HEX:>,False
566,[ <:NUM:>.<:NUM:>] nfs file fsync+<:HEX:>/<:HEX:> [nfs],[ .] nfs file fsync+<:HEX:>/<:HEX:> [nfs],False
567,[ <:NUM:>.<:NUM:>] Code: Bad RIP value.,[ .] Code: Bad RIP value.,True
568,[ <:NUM:>.<:NUM:>] R13: <:*:> R14: <:*:> R15: <:*:>,[ .] R13:  R14:  R15: ,True
569,"[<:NUM:>.<:NUM:>] nouveau <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>: DRM: allocated 1920x1200 fb: <:HEX:>, bo 00000000fbc549ee","[.] nouveau ::.: DRM: allocated 1920x1200 fb: <:HEX:>, bo 00000000fbc549ee",False
570,[<:NUM:>.<:NUM:>] fbcon: nouveaudrmfb (fb0) is primary device,[.] fbcon: nouveaudrmfb (fb0) is primary device,False
571,[<:NUM:>.<:NUM:>] Console: switching to colour frame buffer device 240x75,[.] Console: switching to colour frame buffer device 240x75,False
572,[<:NUM:>.<:NUM:>] nouveau <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>: fb0: nouveaudrmfb frame buffer device,[.] nouveau ::.: fb0: nouveaudrmfb frame buffer device,False
573,FAILED LOGIN (<:NUM:>) on '/dev/tty1' FOR <:*:> Authentication failure,FAILED LOGIN () on '/dev/tty1' FOR  Authentication failure,False
574,ROOT LOGIN on '/dev/tty1',ROOT LOGIN on '/dev/tty1',False
575,"root : <:*:> ; <:*:> ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -name base -smp <:NUM:> -boot c -m <:NUM:> -vnc :<:NUM:> -drive <:*:> -net nic,model=virtio,macaddr=<:ID:> -net tap,ifname=tap0,script=no,downscript=no -cpu host --enable-kvm -qmp unix:/media/qmp1,server,nowait","root :  ;  ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -name base -smp  -boot c -m  -vnc : -drive  -net nic,model=virtio,macaddr= -net tap,ifname=tap0,script=no,downscript=no -cpu host --enable-kvm -qmp unix:/media/qmp1,server,nowait",False
576,Timed out waiting for reply from <:IP:>:<:NUM:> (ntp.ubuntu.com).,Timed out waiting for reply from : (ntp.ubuntu.com).,False
577,Starting Online ext4 Metadata Check for All Filesystems...,Starting Online ext4 Metadata Check for All Filesystems...,False
578,Finished Online ext4 Metadata Check for All Filesystems.,Finished Online ext4 Metadata Check for All Filesystems.,False
579,Starting Discard unused blocks on filesystems from /etc/fstab...,Starting Discard unused blocks on filesystems from /etc/fstab...,False
580,Finished Discard unused blocks on filesystems from /etc/fstab.,Finished Discard unused blocks on filesystems from /etc/fstab.,False
581,"<:*:> Scheduled restart job, restart counter is at <:NUM:>."," Scheduled restart job, restart counter is at .",False
582,Stopped Getty on tty1.,Stopped Getty on tty1.,False
583,Started Getty on tty1.,Started Getty on tty1.,False
584,message repeated <:NUM:> times: [ Failed password for <:*:> from <:IP:> port <:NUM:> ssh2],message repeated  times: [ Failed password for  from  port  ssh2],False
585,PAM <:NUM:> more authentication <:*:> logname= uid=<:NUM:> euid=<:NUM:> tty=ssh ruser= rhost=<:IP:> <:*:>,PAM  more authentication  logname= uid= euid= tty=ssh ruser= rhost= ,False
586,changed user <:*:> information,changed user  information,False
587,pam <:*:> password changed for <:*:>,pam  password changed for ,False
588,delete user <:*:>,delete user ,False
589,removed group <:*:> owned by <:*:>,removed group  owned by ,False
590,removed shadow group <:*:> owned by <:*:>,removed shadow group  owned by ,False
591,members of group sudo set by root to cloudnet,members of group sudo set by root to cloudnet,False
592,add 'newuser' to group 'sudo',add 'newuser' to group 'sudo',False
593,add 'newuser' to shadow group 'sudo',add 'newuser' to shadow group 'sudo',False
594,[ <:NUM:>.<:NUM:>] EXT4-fs <:*:> mounted filesystem with ordered data mode. Opts: (null),[ .] EXT4-fs  mounted filesystem with ordered data mode. Opts: (null),False
595,cannot connect to <:IP:>:<:NUM:>: Connection refused [v8.<:NUM:>.<:NUM:> try https://www.rsyslog.com/e/<:NUM:> ],cannot connect to :: Connection refused [v8.. try https://www.rsyslog.com/e/ ],False
596,"<:*:> Could not find device, waiting for device initialization: No such device"," Could not find device, waiting for device initialization: No such device",False
597,<:*:> Failed to get link config: No such device, Failed to get link config: No such device,False
598,mnt-fake disk.mount: Succeeded.,mnt-fake disk.mount: Succeeded.,False
599,[ <:NUM:>.<:NUM:>] RSP: <:*:> EFLAGS: <:NUM:>,[ .] RSP:  EFLAGS: ,False
600,[ <:NUM:>.<:NUM:>] R10: <:*:> R11: <:*:> R12: <:*:>,[ .] R10:  R11:  R12: ,True
601,"[ <:NUM:>.<:NUM:>] oom reaper: reaped process <:NUM:> (qemu-system-x86), now anon-rss:0kB, file-rss:20kB, shmem-rss:4kB","[ .] oom reaper: reaped process  (qemu-system-x86), now anon-rss:0kB, file-rss:20kB, shmem-rss:4kB",True
602,tap3: Failed to wait for the interface to be initialized: No such device,tap3: Failed to wait for the interface to be initialized: No such device,False
603,lock user 'test' password,lock user 'test' password,False
604,unlock user 'test' password,unlock user 'test' password,False
605,[<:NUM:>.<:NUM:>] scsi host9: scsi debug: version <:NUM:> [<:NUM:>],[.] scsi host9: scsi debug: version  [],False
606,"[<:NUM:>.<:NUM:>] dev size mb=<:NUM:>, opts=<:HEX:>, submit queues=<:NUM:>, statistics=<:NUM:>","[.] dev size mb=, opts=<:HEX:>, submit queues=, statistics=",False
607,[<:NUM:>.<:NUM:>] scsi <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Direct-Access Linux scsi debug <:NUM:> PQ: <:NUM:> ANSI: <:NUM:>,[.] scsi :::: Direct-Access Linux scsi debug  PQ:  ANSI: ,False
608,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: Power-on or device reset occurred,[.] sd :::: Power-on or device reset occurred,False
609,"[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Write cache: enabled, read cache: enabled, supports DPO and FUA","[.] sd :::: [sdb] Write cache: enabled, read cache: enabled, supports DPO and FUA",False
610,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Optimal transfer size <:NUM:> bytes,[.] sd :::: [sdb] Optimal transfer size  bytes,False
611,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] Attached SCSI disk,[.] sd :::: [sdb] Attached SCSI disk,False
612,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] tag#<:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:>,[.] sd :::: [sdb] tag#      ,False
613,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] tag#<:NUM:> Add. Sense: Unrecovered read error,[.] sd :::: [sdb] tag# Add. Sense: Unrecovered read error,True
614,[<:NUM:>.<:NUM:>] sd <:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>: [sdb] tag#<:NUM:> CDB: Read(<:NUM:>) <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> <:NUM:> <:NUM:>,[.] sd :::: [sdb] tag# CDB: Read()          ,False
615,"[<:NUM:>.<:NUM:>] blk update request: critical medium error, dev sdb, sector <:NUM:> op <:HEX:>:(READ) flags <:HEX:> phys seg <:NUM:> prio class <:NUM:>","[.] blk update request: critical medium error, dev sdb, sector  op <:HEX:>:(READ) flags <:HEX:> phys seg  prio class ",True
616,"[<:NUM:>.<:NUM:>] Buffer I/O error on dev <:*:> logical block <:NUM:>, async page read","[.] Buffer I/O error on dev  logical block , async page read",True
617,"message repeated <:NUM:> times: [[origin software=""rsyslogd"" swVersion=""<:NUM:>.<:NUM:>.<:NUM:>"" x-pid=""<:NUM:>"" x-info=""https://www.rsyslog.com""] rsyslogd was HUPed]","message repeated  times: [[origin software=""rsyslogd"" swVersion="".."" x-pid="""" x-info=""https://www.rsyslog.com""] rsyslogd was HUPed]",False
618,"[ <:NUM:>.<:NUM:>] nouveau <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>: DRM: allocated 1920x1200 fb: <:HEX:>, bo <:*:>","[ .] nouveau ::.: DRM: allocated 1920x1200 fb: <:HEX:>, bo ",False
619,[ <:NUM:>.<:NUM:>] fbcon: nouveaudrmfb (fb0) is primary device,[ .] fbcon: nouveaudrmfb (fb0) is primary device,False
620,[ <:NUM:>.<:NUM:>] Console: switching to colour frame buffer device 240x75,[ .] Console: switching to colour frame buffer device 240x75,False
621,[ <:NUM:>.<:NUM:>] nouveau <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>: fb0: nouveaudrmfb frame buffer device,[ .] nouveau ::.: fb0: nouveaudrmfb frame buffer device,False
622,"failed adding user 'testuser', data deleted","failed adding user 'testuser', data deleted",False
623,(root) RELOAD (crontabs/root),(root) RELOAD (crontabs/root),False
624,root : <:*:> ; <:*:> ; USER=root ; COMMAND=/usr/bin/socat - /media/qmp1,root :  ;  ; USER=root ; COMMAND=/usr/bin/socat - /media/qmp1,False
625,"root : TTY=pts/<:NUM:> ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86 <:NUM:> -name vm1 -smp -boot c -m -vnc :<:NUM:> -drive <:*:> -net nic,model=virtio,macaddr=<:ID:> -net tap,ifname=tap0,script=no,downscript=no -cpu host --enable-kvm -qmp unix:/media/qmp1,server,nowait","root : TTY=pts/ ; PWD=/var/lib/libvirt/images/walm experiments ; USER=root ; COMMAND=/usr/local/bin/qemu-system-x86  -name vm1 -smp -boot c -m -vnc : -drive  -net nic,model=virtio,macaddr= -net tap,ifname=tap0,script=no,downscript=no -cpu host --enable-kvm -qmp unix:/media/qmp1,server,nowait",False
626,Package file size: <:NUM:>,Package file size: ,False
627,Signature archive file size: <:NUM:>,Signature archive file size: ,False
628,Manifest file size: <:NUM:>,Manifest file size: ,False
629,Signature file size: <:NUM:>,Signature file size: ,False
630,ManifestPackageIntegrityPolicy succeeded.,ManifestPackageIntegrityPolicy succeeded.,False
631,SignatureIntegrityPolicy for primary signature succeeded.,SignatureIntegrityPolicy for primary signature succeeded.,False
632,SignatureValidityPolicy for primary signature succeeded.,SignatureValidityPolicy for primary signature succeeded.,False
633,SignatureIntegrityPolicy for primary timestamp signature succeeded.,SignatureIntegrityPolicy for primary timestamp signature succeeded.,False
634,SignatureValidityPolicy for primary timestamp signature succeeded.,SignatureValidityPolicy for primary timestamp signature succeeded.,False
635,X.<:NUM:> certificate chain validation will use the fallback certificate bundle for timestamping.,X. certificate chain validation will use the fallback certificate bundle for timestamping.,False
636,SignatureTrustPolicy for repository primary signature timestamp signature succeeded.,SignatureTrustPolicy for repository primary signature timestamp signature succeeded.,False
637,X.<:NUM:> certificate chain validation will use the fallback certificate bundle for code signing.,X. certificate chain validation will use the fallback certificate bundle for code signing.,False
638,SignatureTrustPolicy for repository primary signature succeeded.,SignatureTrustPolicy for repository primary signature succeeded.,False
639,RepositoryCountersignaturePolicy for repository primary signature succeeded.,RepositoryCountersignaturePolicy for repository primary signature succeeded.,False
640,Primary signature type: repository primary signature,Primary signature type: repository primary signature,False
641,Primary signature status: OK,Primary signature status: OK,False
642,Timestamp signature status: OK,Timestamp signature status: OK,False
643,Exit code: Success,Exit code: Success,False
644,Connection closed by <:IP:> port <:NUM:> [preauth],Connection closed by  port  [preauth],False
645,rsyslog.service: Deactivated successfully.,rsyslog.service: Deactivated successfully.,False
646,<:NUM:> CPUID levels; family:model:stepping <:HEX:>:3e:<:NUM:> (<:NUM:>:<:NUM:>:<:NUM:>), CPUID levels; family:model:stepping <:HEX:>:3e: (::),False
647,Need Linux PowerCap sysfs,Need Linux PowerCap sysfs,False
648,Unsupported cpu model or platform,Unsupported cpu model or platform,False
649,No valid path found for <:*:>,No valid path found for ,False
650,thermald.service: Deactivated successfully.,thermald.service: Deactivated successfully.,True
651,failed to load module mdraid: libbd mdraid.so.<:NUM:>: cannot open shared object file: No such file or directory,failed to load module mdraid: libbd mdraid.so.: cannot open shared object file: No such file or directory,False
652,<info> ModemManager (version <:NUM:>.<:NUM:>.<:NUM:>) starting in system bus...,<info> ModemManager (version ..) starting in system bus...,False
653,Started Dispatcher daemon for systemd-networkd.,Started Dispatcher daemon for systemd-networkd.,True
654,Failed to load the 'mdraid' libblockdev plugin,Failed to load the 'mdraid' libblockdev plugin,False
655,Started <:*:> Manager.,Started  Manager.,False
656,Acquired the name org.freedesktop.UDisks2 on the system message bus,Acquired the name org.freedesktop.UDisks2 on the system message bus,False
657,<info> [base-manager] couldn't check support for device <:*:> not supported by any plugin,<info> [base-manager] couldn't check support for device  not supported by any plugin,False
658,dmesg.service: Deactivated successfully.,dmesg.service: Deactivated successfully.,False
659,tmp-snap.rootfs <:*:> Deactivated successfully.,tmp-snap.rootfs  Deactivated successfully.,False
660,[ <:NUM:>.<:NUM:>] <:*:> detected capacity change from <:NUM:> to <:NUM:>,[ .]  detected capacity change from  to ,False
661,<:*:> Deactivated successfully., Deactivated successfully.,False
662,Starting Apply the settings specified in cloud-config...,Starting Apply the settings specified in cloud-config...,False
663,Finished Service for snap application lxd.activate.,Finished Service for snap application lxd.activate.,False
664,snap.lxd.activate.service: Consumed <:*:> CPU time.,snap.lxd.activate.service: Consumed  CPU time.,False
665,Cloud-init v. <:NUM:>.<:NUM:>.<:NUM:>-0ubuntu0~<:NUM:>.<:NUM:>.<:NUM:> running <:*:> at <:*:> <:NUM:> Mar <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:NUM:>. Up <:NUM:>.<:NUM:> seconds.,Cloud-init v. ..-0ubuntu0~.. running  at   Mar  :: . Up . seconds.,False
666,Finished Apply the settings specified in cloud-config.,Finished Apply the settings specified in cloud-config.,False
667,Starting Execute cloud user/final scripts...,Starting Execute cloud user/final scripts...,False
668,Starting Record Runlevel Change in UTMP...,Starting Record Runlevel Change in UTMP...,False
669,Finished Record Runlevel Change in UTMP.,Finished Record Runlevel Change in UTMP.,False
670,Cloud-init v. <:NUM:>.<:NUM:>.<:NUM:>-0ubuntu0~<:NUM:>.<:NUM:>.<:NUM:> finished at <:*:> <:NUM:> Mar <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:NUM:>. Datasource DataSourceNone. Up <:NUM:>.<:NUM:> seconds,Cloud-init v. ..-0ubuntu0~.. finished at   Mar  :: . Datasource DataSourceNone. Up . seconds,False
671,"<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>,<:NUM:> - cc final message.py[WARNING]: Used fallback datasource","-- ::, - cc final message.py[WARNING]: Used fallback datasource",False
672,Finished Execute cloud user/final scripts.,Finished Execute cloud user/final scripts.,False
673,Startup finished in <:*:> (kernel) + 2min <:*:> (userspace) = 2min <:*:>,Startup finished in  (kernel) + 2min  (userspace) = 2min ,False
674,Starting Download data for packages that failed at package install time...,Starting Download data for packages that failed at package install time...,False
675,Finished Download data for packages that failed at package install time.,Finished Download data for packages that failed at package install time.,False
676,[ <:NUM:>.<:NUM:>] EXT4-fs (loop99): mounted filesystem with ordered data mode. Opts: (null). Quota mode: none.,[ .] EXT4-fs (loop99): mounted filesystem with ordered data mode. Opts: (null). Quota mode: none.,False
677,mnt-fake disk.mount: Deactivated successfully.,mnt-fake disk.mount: Deactivated successfully.,False
678,"[ <:NUM:>.<:NUM:>] Hardware name: IBM IBM System x3650 M4: -[7915B3A]-/00KF656, BIOS -[VVE142DUS-<:NUM:>.<:NUM:>]- <:NUM:>/<:NUM:>/<:NUM:>","[ .] Hardware name: IBM IBM System x3650 M4: -[7915B3A]-/00KF656, BIOS -[VVE142DUS-.]- //",False
679,[ <:NUM:>.<:NUM:>] Code: Unable to access opcode bytes at RIP <:HEX:>.,[ .] Code: Unable to access opcode bytes at RIP <:HEX:>.,False
680,[ <:NUM:>.<:NUM:>] Node <:NUM:> active <:*:> inactive <:*:> active <:*:> inactive <:*:> <:*:> <:*:> isolated(file):0kB <:*:> <:*:> <:*:> <:*:> shmem thp: 0kB shmem pmdmapped: 0kB anon thp: <:*:> writeback tmp:0kB kernel <:*:> <:*:> all unreclaimable? <:*:>,[ .] Node  active  inactive  active  inactive    isolated(file):0kB     shmem thp: 0kB shmem pmdmapped: 0kB anon thp:  writeback tmp:0kB kernel   all unreclaimable? ,False
681,[ <:NUM:>.<:NUM:>] Node <:NUM:> <:*:> <:*:> <:*:> <:*:> <:*:> reserved <:*:> active <:*:> inactive <:*:> active <:*:> inactive <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> bounce:0kB free <:*:> local <:*:> free cma:0kB,[ .] Node       reserved  active  inactive  active  inactive       bounce:0kB free  local  free cma:0kB,False
682,[ <:NUM:>.<:NUM:>] Node <:NUM:> DMA: <:NUM:>*4kB <:NUM:>*8kB <:NUM:>*16kB <:NUM:>*32kB <:NUM:>*64kB <:NUM:>*128kB <:NUM:>*256kB <:NUM:>*512kB <:NUM:>*1024kB (U) <:NUM:>*2048kB (M) <:NUM:>*4096kB (M) = 11264kB,[ .] Node  DMA: *4kB *8kB *16kB *32kB *64kB *128kB *256kB *512kB *1024kB (U) *2048kB (M) *4096kB (M) = 11264kB,False
683,[ <:NUM:>.<:NUM:>] Node <:NUM:> Normal: <:NUM:>*4kB <:*:> <:NUM:>*8kB <:*:> <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB <:*:> <:NUM:>*128kB <:*:> <:NUM:>*256kB <:*:> <:NUM:>*512kB <:*:> <:*:> <:NUM:>*2048kB <:NUM:>*4096kB = <:*:>,[ .] Node  Normal: *4kB  *8kB  *16kB  *32kB  *64kB  *128kB  *256kB  *512kB   *2048kB *4096kB = ,False
684,[ <:NUM:>.<:NUM:>] Node <:NUM:> Normal: <:NUM:>*4kB (UME) <:NUM:>*8kB (UME) <:NUM:>*16kB <:*:> <:NUM:>*32kB <:*:> <:NUM:>*64kB (UME) <:NUM:>*128kB (UME) <:NUM:>*256kB <:NUM:>*512kB <:NUM:>*1024kB <:NUM:>*2048kB <:NUM:>*4096kB = <:*:>,[ .] Node  Normal: *4kB (UME) *8kB (UME) *16kB  *32kB  *64kB (UME) *128kB (UME) *256kB *512kB *1024kB *2048kB *4096kB = ,False
685,cron.service: A process of this unit has been killed by the OOM killer.,cron.service: A process of this unit has been killed by the OOM killer.,False
686,(CRON) INFO (pidfile fd = <:NUM:>),(CRON) INFO (pidfile fd = ),False
687,cron.service: Failed with result 'oom-kill'.,cron.service: Failed with result 'oom-kill'.,True
